epoch,loss,val_loss
68,0.002595815099889022,0.0034327176793045562
69,0.0026204422665448536,0.003219847783813594
70,0.0023826383723733,0.003437166613802104
71,0.0025882554823662917,0.003276905435150568
72,0.002470630211161172,0.0032104202578972342
73,0.0025340153844206166,0.003249843831134724
74,0.0025574295639306716,0.0032190424390137196
75,0.0024126245304772285,0.003254152211347516
76,0.0023532725423347986,0.00319451392418377
77,0.0025077089483320353,0.004394436589586483
78,0.00248071887901217,0.003395361333928058
79,0.002360797352383995,0.003236738194278638
80,0.0023754250971560783,0.0036430228304800013
81,0.002403924974123169,0.0032728799572870346
82,0.002327578600869715,0.00327798683183189
83,0.0023892707333653756,0.003361312016634874
84,0.0023481351186133534,0.003325287255943871
85,0.0022709681857716983,0.003290835748308561
86,0.0022779088141821257,0.0030786229172905144
87,0.002299112547330536,0.003237409199076429
88,0.002367775937497027,0.0030710652050837664
89,0.0022302170734892182,0.003588257455857287
90,0.0022166423435184233,0.003235448548622744
91,0.002461185455916727,0.003133068874504575
92,0.0023087642684941232,0.0031207079972914407
93,0.0022310124848909834,0.0030283831932227797
94,0.002190854082642672,0.003216095983614804
95,0.0022243021472178877,0.00311913304555584
96,0.0022213550873304575,0.003167825590320666
97,0.0022777274652953207,0.0031494498875936573
98,0.002094320490061784,0.0032481104561822936
99,0.0021218258539344947,0.0030781228888884815
100,0.002217979704689427,0.003088817787422261
101,0.002097244195054118,0.0037254531028300102
102,0.002262883635285936,0.003049504002031516
103,0.0021962041472648143,0.0030475015043687653
104,0.002127514668035471,0.0030781813588937825
105,0.0021714653797153282,0.003254368855342479
106,0.002126919407125755,0.0034216150647999955
107,0.002159079900549266,0.0032248424110330747
108,0.002115058523707522,0.002993198724883333
109,0.00203218646588138,0.0032488893173162788
110,0.002111885797849497,0.003325667707774211
111,0.0020534348558057043,0.0029977264741934103
112,0.0021180386795155636,0.0031310003447595617
113,0.0019853535659560273,0.003217400589459379
114,0.0020299864137448983,0.003039136161686669
115,0.0021362813121687317,0.003563453003921559
116,0.0021433752464657045,0.0035707303781954336
117,0.0021238870328535698,0.00297233107184965
118,0.002077115713802696,0.0030961872085036946
119,0.00197402538277356,0.0030843658490814795
120,0.0019738031331857377,0.0036689067705416344
121,0.0020053221413860022,0.003183642671194295
122,0.0020589970415288237,0.0030262677005531502
123,0.001888512700263943,0.0033533431976561397
124,0.001957162640037689,0.003221512598339731
125,0.0019426711914228632,0.0034429770238487653
126,0.001985125310894521,0.0032037340734206456
127,0.0019261875242209997,0.0036042970736366764
128,0.0020262077553367588,0.00309653019755554
129,0.0019294817579519512,0.0033007066919874977
130,0.001914391267583295,0.0030761500230242667
131,0.002051065998621806,0.003040033323742764
132,0.0019731211255228083,0.0032190577730431525
133,0.001965813225525853,0.003168543344888259
134,0.002054460766360073,0.0034258418526290587
135,0.001973932342516049,0.0031550155729580093
136,0.0019495521270808704,0.003277058355693876
137,0.0020025917229817267,0.003120050913142696
138,0.0019121903304780599,0.0031172268053280636
139,0.001846362583305245,0.003005261044345901
140,0.0018257141225804267,0.0035797106430039438
141,0.0018607377390289469,0.0030856566752871157
142,0.0018666030422962727,0.003210889821557302
143,0.0018557779884424434,0.0032243454028707996
144,0.0018340356783845143,0.003710782070132628
145,0.0020027287006463097,0.0030780628940064304
146,0.0018141271842298265,0.0032762886175859564
147,0.0018936468558640738,0.0031618198288053696
148,0.00183349328560013,0.0030396336092757925
149,0.0018556025880601223,0.0031263694055640784
