epoch,loss,val_loss
0,0.07491002433953133,0.025300014527960563
1,0.021008406550620647,0.014712723418020867
2,0.013363004560188864,0.010810962196072223
3,0.01062063774586539,0.00830508054325908
4,0.00853802638247292,0.00652442800379555
5,0.006961751815588369,0.005648414532221119
6,0.006196504481431199,0.005032374543255903
7,0.006041984368217571,0.004765301457488201
8,0.005521020728890928,0.004741032627529241
9,0.005549872759729624,0.004514687209272049
10,0.0052766177214478285,0.004422979134226769
11,0.005241184602958634,0.004838768556766527
12,0.004954692698154587,0.0043580515185554685
13,0.004856245236975172,0.004297221977998253
14,0.004863056521239977,0.004165565149045326
15,0.004686362837585635,0.004094766187284824
16,0.004607734304363061,0.0041621028917880965
17,0.004551201052454196,0.004067036460980143
18,0.004335031476675739,0.0041208213037798105
19,0.004405540632123643,0.004013393274311658
20,0.0042508081915168415,0.003981532512599944
21,0.004215117106582166,0.00379621918955949
22,0.004140172396449649,0.004252199129476933
23,0.00411430554957013,0.003786851094484749
24,0.003928127922230941,0.0039855631488099905
25,0.003996998445331869,0.005150087289249813
26,0.0041245630500685295,0.0037130998303248008
27,0.003761924729657028,0.003923040362153674
28,0.00374766978743772,0.003792305208060523
29,0.003739897518398914,0.0036621364915717237
30,0.0037450733138842786,0.003654585393722838
31,0.0037339890990009967,0.003728005556310986
32,0.0036097009444048794,0.0036605347315190545
33,0.0036530163249504782,0.0036464993002444084
34,0.0035480400858769663,0.0034966251917813024
35,0.003397917362230074,0.004083171395034018
36,0.003526448952968269,0.004105876540948807
37,0.0034452272744673815,0.0036718793160898586
38,0.0032554494095315143,0.003465460813407537
39,0.00323992673347288,0.004206227597741174
40,0.003299580452437187,0.003908829914379707
41,0.0031535233063821463,0.003416466549642279
42,0.0031298437349690763,0.003469552352867076
43,0.0031525598418556356,0.003692407692244775
44,0.00312539605327562,0.0037726649070079898
45,0.0030873625236351077,0.003374560454099531
46,0.0030933104534732535,0.0034302162091759307
47,0.0030698375847179296,0.0038432993034136966
48,0.0030341475613211424,0.0033426935043395826
49,0.0029396284693614283,0.0032936922490964054
50,0.002959957753950702,0.00396183484666784
51,0.0029439551852739735,0.003448918720864704
52,0.0028785374836492322,0.004332519556120248
53,0.003055232839579595,0.0032586955963830712
54,0.00282599120315923,0.003261253719782116
55,0.0029014256353968454,0.003326024342013497
56,0.0027086940639309788,0.0032912995502300244
57,0.00275544815988345,0.003273448575629105
58,0.0027551774988602,0.0032582130073241784
59,0.0026705914670969487,0.0037115721923994347
60,0.002698285261021876,0.0033707864759621067
61,0.002724150363440798,0.0032754272294663626
62,0.002674118975194392,0.0032959521689098067
63,0.002750222693271029,0.0031893037580950578
64,0.0026921607967250977,0.0032107456665958316
65,0.0026177333782520427,0.0033462184815811857
66,0.0025870036022414915,0.004118529482888923
67,0.0025568879527920196,0.0037050321763774877
