epoch,loss,val_loss
0,0.015767495278348122,0.005960863988577814
1,0.004784852148837361,0.006211090212506065
2,0.004224073035634598,0.004314667345031231
3,0.003932895565268811,0.003914428522475749
4,0.003737516607679743,0.003789938038512748
5,0.0035776148397439335,0.0035919615477876792
6,0.003375596168443669,0.0039913249771799655
7,0.0032468912755198474,0.0033516630505987534
8,0.0031009072510880266,0.0031250504809108995
9,0.0029839702383171723,0.0043824784809399445
10,0.0028993456660876622,0.0032314483146808903
11,0.002793637595973624,0.0029742259784473852
12,0.002747344395587432,0.003842648990778977
13,0.0027257208578263703,0.002936763225236573
14,0.0026784200713223694,0.004662790054803164
15,0.0026535660144519978,0.0035174932479700325
16,0.002613424523431399,0.0035750476177123175
17,0.002593393549955636,0.002915728963381984
18,0.0025488623594972512,0.0029820465154108055
19,0.002500421466492794,0.0028473127648482015
20,0.0024848399769114935,0.0028498488810319122
21,0.002452258603845589,0.0025932740122396
22,0.0024109398668717757,0.0028883142115566697
23,0.00239937181287745,0.0032373098919992738
24,0.002376241371752282,0.0026404787371359247
25,0.0023522214104719076,0.0024473156432240485
26,0.0023703705381066635,0.002554871089219035
27,0.002318109827574451,0.002837525174822632
28,0.0023047534725332284,0.002536719180498657
29,0.0022858565705283357,0.0029224960918536953
30,0.002261384196151353,0.0027114459373718167
31,0.0022402458333988092,0.003156700120814661
32,0.0022923249967075465,0.002374778121322541
33,0.002234826882591775,0.002339609562718379
34,0.0021998734103844445,0.002296833811318594
35,0.0022001206357226345,0.0024037009132749374
36,0.002181136585306659,0.0023787549003310596
37,0.002156012691133822,0.0023614483064796667
38,0.002162573561950583,0.0027102967536490534
39,0.0021415569940514143,0.0023250481707559004
40,0.002131323014815796,0.0022210132573037035
41,0.002155237093537068,0.0021589934676714355
42,0.0021259621446294255,0.0024076566640867246
43,0.0021055707730027566,0.0023199682910379966
44,0.0020905671169074323,0.0023565930436211186
45,0.0020792764560923797,0.00253217552506656
46,0.002088255788964316,0.0022171578639090758
47,0.0020689544837815678,0.002279541976196636
48,0.0020501577205562895,0.002402841693114442
49,0.0020672025635111073,0.0030136361923674714
50,0.0020471525600483883,0.002323177327629827
51,0.0020423447093409594,0.0026234385957269596
52,0.0020066454087137235,0.004498603019357529
53,0.002041781857003175,0.002419315457681281
54,0.002011929088305476,0.002415110312976586
55,0.002015542702635286,0.0029330292824969284
56,0.0020266060334482904,0.00302018113948057
57,0.0020050372207721413,0.0028821267931863053
58,0.001995707920533896,0.004576806243129675
59,0.0020420289532890857,0.002216528167505518
60,0.001970078746730031,0.0032919334495358455
61,0.0019809946146819926,0.0023466375728218147
62,0.00195558782889445,0.002169809073981693
63,0.001943418363605108,0.003401969126102948
64,0.001973008575440899,0.0030284101509685394
65,0.001939184904683623,0.0021450453298890904
66,0.0019117302756605182,0.0034507465933461424
67,0.001964127918038339,0.0023566420421220332
68,0.0018989394532980847,0.002244180546878525
69,0.0019062355778017971,0.0019396788422861354
70,0.0018955211899496882,0.002048402851120776
71,0.001911223377792979,0.0020413208470312296
72,0.0018784034210203577,0.002979361784777471
73,0.0019132550332803683,0.002181807044522028
74,0.001859225286001406,0.002251805592712958
75,0.0019021161605014927,0.002346938417017818
76,0.001880767056224286,0.0023586380778241487
77,0.0018720045892477687,0.001941708454011269
78,0.0018732070758641715,0.002333001505492632
79,0.0018600267931376175,0.0021085565477672865
80,0.0018396223684165145,0.0024354728455806764
81,0.0018443918999159125,0.0019680296243438458
82,0.0018478677805887028,0.001970540225977418
83,0.0018020438284795616,0.001975888354424519
84,0.0018246627201720408,0.0020013546193732527
85,0.0018304540719803063,0.002145931299886491
86,0.0018475878148708491,0.001877288945622563
87,0.0018226426886027512,0.0020852230724389895
88,0.0018134472000465168,0.0021886298840646822
89,0.0018106807927499944,0.0018670816976271434
90,0.0017990109374042963,0.002321259616386762
91,0.0017878200711000185,0.0021800662226556067
92,0.0018078910752796563,0.0027270006721304488
93,0.0018046969887300685,0.0028939365351353962
94,0.0017970171890471735,0.002309835642046668
95,0.0017765834057797368,0.0026262751116866542
96,0.0017975756236035185,0.003912575800127259
97,0.0018030989596314092,0.002223097191678289
98,0.0018048882154039609,0.0019076181917492157
99,0.00178290356423315,0.0019360176716368682
100,0.0017591990162536565,0.0019450487020324068
101,0.001761654901598948,0.0019503762284254253
102,0.0017324540078026633,0.0019421597588359467
103,0.001731992033894782,0.0021653856764003486
104,0.0017316775783905482,0.0030238491936179757
105,0.0017761768607435135,0.002236493824964028
106,0.001747178241710493,0.0019040527955076988
107,0.0017351388221486879,0.002101975993867147
108,0.001737025226860292,0.001872694797226382
109,0.001717236893519244,0.0026831268118839326
110,0.0017119957610096143,0.0019299135753513437
