epoch,loss,val_loss
111,0.0017237839165605093,0.001946966457239957
112,0.0017199452946754935,0.001949405338472912
113,0.001715709580127726,0.0022136315000618914
114,0.0017228346185847946,0.0027276650933967706
115,0.0017350527657401505,0.0021470155342333177
116,0.001692289294925755,0.0020559321482345734
117,0.0017196081783181975,0.0018077658033564877
118,0.0016790676552501862,0.004186604951167166
119,0.0017591350241137804,0.002148610052337825
120,0.001723139949499874,0.002037739018610609
121,0.0016947550307086733,0.001871492196983609
122,0.001658687224581142,0.0018682982627687057
123,0.0016745620456864755,0.001925767965804485
124,0.001671447762016494,0.0025345771942324566
125,0.0016827753940151,0.0019189307049227696
126,0.0016547015467415784,0.0017683182746208836
127,0.001672757576570466,0.00225620528964966
128,0.0016707286911888366,0.002454461258489644
129,0.001661658085421803,0.002116126336665795
130,0.0016541219432344078,0.0017455982151698148
131,0.0016439540202691564,0.0019273932919807238
132,0.0016553186873773766,0.0018977816508097582
133,0.0016258103729439183,0.001925192041259359
134,0.0016513755557021684,0.001768803049097578
135,0.001626386073784504,0.001793999231487639
136,0.0016347249698604352,0.002046137576582914
137,0.0016608015703163891,0.0020194518787567694
138,0.0016304121115242101,0.0021184102430889615
139,0.0016125963395517918,0.0017487709137151359
140,0.0016170558099606143,0.0018370473863427888
141,0.0016341962465556681,0.0019861311155148745
142,0.0016195415469759645,0.0021666704589445697
143,0.0016436281832081325,0.0018322685466028085
144,0.001622807480205074,0.0028664266714981666
145,0.0016352291560063693,0.001997634816237711
146,0.0016286179992771866,0.0017645058556047533
147,0.0016174049505945848,0.001707288623317191
148,0.001612352822419299,0.002213434591201757
149,0.0016079420673397182,0.0021221309961537704
